formation info	Avez vous suivi une formation en informatique durant votre formation initial	Avez vous suivie une formation en dehors de votre formation initial	type formation info	Avez vous suivi un MOOC ?	Avez vos suivi une formation en presentiel ?	Avez vous suivi une formation hybride ?	Avez vous suivi une formation avec des amis ?	Avez vous suivi une formation en ligne hors mooc ?	formation magist ere	Y a t il une formation en informatique dans votre département ?	Avez vou suivi une formation en informatique durant votre magistère ?	Class Code	temps rencontre	capacit e r esolution pb	insertion pro	citoyen num erique	Cet enseignement fait partie des mission	Cet enseignement est utile aux apprentis	facilit e mise en oeuvre	objectifs faciles	a l aise avec les connaissances	enseignement code	d ecision enseignement	Avez vous décidé d'enseigner le code a la suite d'une réflexion collective ?	Avez vous décidé d'enseigné a la suite d'une sollicitation institutionnelle ?	Avez vous décide de faire cet enseignement par vous même ?	coll egues enseignent code	mat eriel pour enseigner	utilisation REL	forum	suivi formation en ligne	suivi MOOC	domaines MOOC	Vous avez suivi un mooc dans le domaine du droit, économie, sciences politiques ?	Vous avez suivi un mooc dans d'autres le domaine ?	Vous avez suivi un mooc dans le domaine de l'enseignement ?	Vous avez suivi un mooc dans le domaine de la Sciences et technologies ?	Vous avez suivi un mooc dans le domaine de lettres langues sciences humaines et sociales?	Vous avez suivi un mooc dans le domaine de la santé ?	Vous avez suivi un mooc dans le domaine de l'informatique ?	raison non inscription MOOC	ecriture prog	definition pens ee info	prog affichage	prog tri	d eplacement robot	usages num erique	Avez vous regarder des videos ?	Avez vous ecouter/t el echarger de la musique ?	Avez vous participez a des réseaux sociaux ?	Vous avez déjà acheté en ligne ?	mettre en ligne	Avez vous mit en ligne des contenus professionnels ?	Avez vous mit en ligne des contenus personnels ?	niveau classe	Avez vous une classe CP ?	Avez vous une classe grande section ?	Avez vous une classe CE1 ?	Avez vous une classe CE2 ?	Avez vous une classe CM2 ?	Avez vous une classe de CM1 ?	Avez vous une classe en moyenne section ?	Avez vous une classe en petite section ?	ann ees exp	d epartement	genre	option info	bac	DATE_SAISIE	NUMERO
Oui en dehors de ma formation initiale	false	true	formation avec des amis coll egues	false	false	false	true	false	Non il n en n existe pas dans mon d epartement	false	false			1	2	3	3	3	1	4	1	2	de vous-m eme	false	false	true	Non	2	2	4	Oui	2									1	5	Non	Non	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1	false	false	true	false	false	false	false	false	17	74	une femme	Non	1	03/07/2017 18:14	676
Non	false	false												2	4		2			2	2	4					Non	2	3	4	Oui	2									3	1	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CP;CE2	true	false	true	true	false	false	false	false	10	7	un homme	Non	2	03/07/2017 18:13	677
Non	false	false												1	2	3	3	3	2	4	2	4					Non	3	2	2	Oui	1	Sciences et technologies	false	false	false	true	false	false	false		1	Oui	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	Moyenne section	false	false	false	false	false	false	true	false	25	74	une femme	Non	1	03/07/2017 18:25	678
Non	false	false												1	2	1	1	1	4	2	4	3	de vous-m eme	false	false	true	Non	2	1	5	Oui	1	Informatique;Autre	false	true	false	false	false	false	true			Oui	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE2	false	false	false	true	false	false	false	false	34	26	une femme	Non	2	03/07/2017 18:23	679
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			1	2	1	1	3	4	2	1	4					Oui	2	2	3	Oui	2									1	3	Non	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE1;CP;CE2	true	false	true	true	false	false	false	false	5	38	une femme	Oui	1	03/07/2017 16:15	680
Non	false	false												3		4	4	4	2	2	2	4					Non	3	2	3	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE1;CE2	false	false	true	true	false	false	false	false	5	38	un homme	Non	1	03/07/2017 18:58	681
Non	false	false												2	2	1	4	4	4	1	4	3	 a la suite d une sollicitation institutionnelle	false	false	false	Non	3	1	3	Oui	2									1	1	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	Moyenne section;CP;CM2	true	false	false	false	true	false	true	false	7	26	une femme	Non	4	03/07/2017 19:51	683
Non	false	false												2	2	1	1	4	4	4	4	3	de vous-m eme	false	false	true		3	3	5	Oui	3										4	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	Grande section	false	true	false	false	false	false	false	false	15	40	une femme	Non	4	03/07/2017 19:38	684
Non	false	false												4	4	2	2	2	2	2	2	4					Oui	2	2	5	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1	false	false	true	false	false	false	false	false	18	7	une femme	Non	1	03/07/2017 20:10	685
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non mais il en existe dans mon d epartement	true	false			2	2	1	3	1	1	3	1	2	 a la suite d une r eflexion collective	true	true	false	Oui	2	2	2	Oui	1	Enseignement;Sciences et technologies	false	false	true	true	false	false	false		5	Oui	Non	Non	Oui	Achat en ligne;Participation  a des r eseaux sociaux;Regarder des vid eos	true	false	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CE1;CP	true	false	true	false	false	false	false	false	21	26	une femme	Non	4	03/07/2017 20:31	687
Oui en dehors de ma formation initiale	false	true							Non il n en n existe pas dans mon d epartement	false	false			4	2	1				4	4	1	de vous-m eme	false	false	true	Oui	2	2	5	Oui	3										2	Non		Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CE2	false	false	false	true	false	true	false	false	22	26	un homme	Oui	1	03/07/2017 20:29	688
Non	false	false												2	2	1	4	4	1	1	2	4					Oui	1	3	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CE1;CE2	false	false	true	true	false	false	false	false	24	74	une femme	Non	4	03/07/2017 20:38	689
Non	false	false												2	2	1	1	3	4	2	2	1	 a la suite d une sollicitation institutionnelle	false	false	false	Oui	4	2	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CP	true	false	false	false	false	false	false	false	14	38	une femme	Non	4	03/07/2017 20:40	690
Non	false	false												3	4	4	2	2	2	1	4	4					Non	3	3	3	Oui	2									1	1	Oui	Non	Non	Oui	Achat en ligne;Regarder des vid eos	true	false	false	true				Grande section;CP	true	true	false	false	false	false	false	false	8	73	une femme	Oui	1	03/07/2017 21:27	691
Non	false	false												3	2	1			1	4		2	de vous-m eme	false	false	true	Oui	2	1	4	Non																								CP;CE2	true	false	false	true	false	false	false	false	5	74	une femme	Oui	3	03/07/2017 21:41	692
Non	false	false												2	2		2	2	2	2	2	4					Non	4		5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique	false	true	false	true				Petite section;Moyenne section	false	false	false	false	false	false	true	true	25	38	une femme	Non	1	03/07/2017 22:00	693
Non	false	false												1	2	1	1	1	4	4	4	2	 a la suite d une sollicitation institutionnelle	false	false	false	Non	2	2	4	Oui	2									1	1	Oui	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Grande section;CP	true	true	false	false	false	false	false	false	19	74	une femme	Non	1	03/07/2017 22:17	694
Non	false	false												4	4	2			2	4		4					Oui	1	2	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1	false	false	false	false	false	true	false	false	17	38	une femme	Non	1	03/07/2017 22:22	695
Non	false	false												3	2	1	2		2	2	2	4					Non	4	3	4	Non											4	Non	Non	Non	Non	Participation  a des r eseaux sociaux;Regarder des vid eos	true	false	true	false	Rien de tout cela	false	false	CM1;CE2	false	false	false	true	false	true	false	false	10	38	une femme	Oui	4	03/07/2017 23:10	696
Non	false	false												2	2	1	1	1	1	1	1	3	 a la suite d une sollicitation institutionnelle	false	false	false	Non	2	2	4	Oui	2									1	5	Oui	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CM1;CE2;CM2	false	false	true	true	true	true	false	false	17	74	une femme	Non	3	04/07/2017 00:53	697
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Oui	false	true			1	2	1	1	3	1	1	3	1	de vous-m eme	false	false	true	Oui	2	3	4	Non											1	Oui	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	false	Grande section;Moyenne section;CP;CE2;CM2	true	true	false	true	true	false	true	false	3	74	une femme	Non	1	04/07/2017 06:59	698
Non	false	false												2	2	1	1	1	1	1	3	1	de vous-m eme	false	false	true	Oui	1	4	3	Non											3	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CE2	false	false	false	true	false	true	false	false	36	38	un homme	Non	4	04/07/2017 08:54	699
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			1	2	3	1	3	4	4	3	2	de vous-m eme	false	false	true	Non	3	2	1	Oui	1	Enseignement	false	false	true	false	false	false	false		2	Oui	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CE1;CM1;CM2	false	false	true	false	true	true	false	false	16	38	une femme	Oui	1	04/07/2017 09:21	700
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non mais il en existe dans mon d epartement	true	false			3	2	4	2	2	4	4	4	4					Non	3	3	5	Oui	2									1	1	Non	Oui	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1	false	false	true	false	false	false	false	false	4	26	une femme	Oui	4	04/07/2017 12:29	701
Non	false	false												3	2	4	2	2	4	4		4					Non	2	3	4	Oui	2									3	1	Oui	Oui	Oui	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Grande section;CE1;Moyenne section;CE2	false	true	true	true	false	false	true	false	12	7	un homme	Non	1	04/07/2017 13:13	702
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	1	4	4	4	3					Non	3	3	4	Oui	2									1	2	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CE1;CM1;CE2;CM2	false	false	true	true	true	true	false	false	18	7	un homme	Non	1	04/07/2017 13:46	703
Non	false	false												1	2	1	3	3	1	1	3	2	de vous-m eme	false	false	true	Non	2	3	4	Oui	1	Lettres langues sciences humaines et sociales;Enseignement;Informatique	false	false	true	false	true	false	true		5	Oui	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	5	74	un homme		3	04/07/2017 16:41	704
Non	false	false												2	2	1	2	4	2	2	2	4					Non	4	3	4	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CE1;CM1;CE2;CM2	false	false	true	true	true	true	false	false	13	73	une femme	Non	3	04/07/2017 16:35	705
Non	false	false												2	2	1	4	1	1	1	4	3	de vous-m eme	false	false	true	Non	2	2	4	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM2	false	false	false	false	true	false	false	false	15	38	un homme	Non	1	04/07/2017 17:38	706
Non	false	false												2	2	4	2	4	2	2	2	4					Non	3	2	5	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM2	false	false	false	false	true	false	false	false	24	26	une femme	Non	3	04/07/2017 17:47	708
Oui en dehors de ma formation initiale	false	true	formation en pr esentiel	false	true	false	false	false	Non mais il en existe dans mon d epartement	true	false			1	4	3	3	3	1	1	3	2	 a la suite d une r eflexion collective; a la suite d une sollicitation institutionnelle	true	true	false	Oui	1	2	3	Oui	3										1	Non	Non	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	Grande section;CE1;CM1;CP;CM2	true	true	true	false	true	true	false	false	5	74	une femme	Non	1	04/07/2017 19:52	710
Non	false	false												2	2	1	1	3	3	3	1	2	de vous-m eme	false	false	true	Oui	1	2	5	Oui	2									1	1	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Rien de tout cela	false	false	CM1;CM2	false	false	false	false	true	true	false	false	12	38	une femme	Non	4	04/07/2017 20:44	711
Oui durant ma formation initiale	true	false	formation hybride;formation avec des amis coll egues	false	false	true	true	false	Non mais il en existe dans mon d epartement	true	false			3	2	1	1	1	2	4	2	1	 a la suite d une sollicitation institutionnelle	false	false	false	Oui	3	2	4	Oui	2									1	1	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section;Moyenne section	false	false	false	false	false	false	true	true	9	74	une femme	Non	1	04/07/2017 21:06	712
Non	false	false												2	4	2	2	1	2	4	2	1	de vous-m eme	false	false	true	Non	1	2	3	Oui	1	Autre	false	true	false	false	false	false	false		5		Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CP	true	false	false	false	false	false	false	false	26	38	une femme	Non	1	04/07/2017 23:44	714
Non	false	false												3	2	1	1	4	2	2	2	4					Non	2	3	3	Non											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Grande section;CE1;CP	true	true	true	false	false	false	false	false	17	26	un homme	Non	1	05/07/2017 09:24	715
Oui durant ma formation initiale	true	false	formation en pr esentiel	false	true	false	false	false	Non il n en n existe pas dans mon d epartement	false	false			2	2	1	1	1	4	4	4	2	de vous-m eme	false	false	true	Non	2	2	4	Oui	3										1	Oui	Oui	Non	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Grande section;CM1;Moyenne section;CP;CM2	true	true	false	false	true	true	true	false	9	26	une femme	Non	1	05/07/2017 14:43	717
Non	false	false												2	2	1	1	1	4	2	2	2	 a la suite d une r eflexion collective	true	true	false	Non	2	2	5	Non											4	Non	Non	Non		Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CE2;CM2	false	false	false	true	true	true	false	false	27	73	un homme	Non	1	05/07/2017 16:02	718
Non	false	false												2	2	1	1	1	4	4	4	4					Non	2	1	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section	false	false	false	false	false	false	false	true	22	74	une femme	Non	1	05/07/2017 16:56	720
Non	false	false												2	2	4	4	1	1	1	4	3	 a la suite d une sollicitation institutionnelle	false	false	false	Non	3	1	3	Oui	3										1	Oui	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM1;CM2	false	false	false	false	true	true	false	false	24	38	un homme	Non	1	05/07/2017 20:10	721
Non	false	false												1	2	4	1	1	4	1	4	2	 a la suite d une r eflexion collective	true	true	false	Oui	2	2	5	Oui	2									1	5	Non	Non	Non	Oui	Achat en ligne;Regarder des vid eos	true	false	false	true				CM1;CM2	false	false	false	false	true	true	false	false	15	74	une femme	Non	3	05/07/2017 20:18	722
Non	false	false												2	2	4	4	1	1	1	4	4					Non	4	1	5	Oui	2									4	4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				Petite section;Moyenne section	false	false	false	false	false	false	true	true	25	74	une femme	Non	4	06/07/2017 20:10	723
Non	false	false												1	2	1	1	3	2	2	2	4					Non	4	2	2	Oui											4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CP	true	false	false	false	false	false	false	false	35	73	une femme	Non	4	07/07/2017 18:21	724
Non	false	false												1	2	3	3	3	1	1	1	2	de vous-m eme	false	false	true	Non	2	2	3	Oui	1	Enseignement;Informatique;Sciences et technologies	false	false	true	true	false	false	true		2	Oui	Oui	Oui	Oui	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)	true	true	CM2	false	false	false	false	true	false	false	false	18	26	une femme	Non	1	08/07/2017 12:59	725
Non	false	false												2	2	4	4	4	4	4	1	3	de vous-m eme	false	false	true	Non	3	2	3	Oui	3										3	Oui	Oui	Oui	Oui	Achat en ligne	false	false	false	true				CM1;CE2	false	false	false	true	false	true	false	false	12	38	une femme	Oui	1	08/07/2017 13:57	726
Non	false	false												2	2	1	1	1	2	4	1	1	de vous-m eme	false	false	true	Non	4	3	3	Non											1	Non	Oui	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos	true	true	false	true				CM1;CM2	false	false	false	false	true	true	false	false	15	7	un homme	Non	1	08/07/2017 15:12	727
Non	false	false												2	2	1	1	1	4	4	2	4					Non	3	4	5	Oui	3										4	Non	Non	Non	Non	Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos	true	true	true	true	Mettre en ligne des contenus personnels (avis photos vid eos etc.)	false	true	CM1;CM2	false	false	false	false	true	true	false	false	20	74	une femme	Non	1	08/07/2017 15:54	728
